"ID_A"|"sci_name_1"|"ID_R"|"sci_name_2"|"CO_PROJET"|"STATUT"|"field_synonym_status"|"NOTES"
72049|"Brachystelma arnotii Baker"|116252|"Anisotoma arnotii (Baker) Benth. & Hook. f."|"FSA"|"#"|116072|"- fide Fl. Cap. 4(1): 845"
72051|"Brachystelma barberiae Harv. ex Hook. f."|73121|"Dichaelia barberiae (Harv. ex Hook. f.) Bullock"|"FSA"|"#"|116072|
72052|"Brachystelma blepharanthera H. Huber"|74729|"Blepharanthera dinteri Schltr."|"FSA"|"="|116074|
72052|"Brachystelma blepharanthera H. Huber"|124688|"Blepharanthera edulis Schltr."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 7"
72053|"Brachystelma brevipedicellatum Turrill"|72123|"Brachystelma ringens E. A. Bruce"|"FSA"|"="|116074|
72056|"Brachystelma caffrum (Schltr.) N.E. Br."|125491|"Tapeinostelma caffrum Schltr."|"FSA"|"#"|116072|"- fide Fl. Cap. 4(1): 847"
72062|"Brachystelma christianeae Peckover"|74335|"Tenaris christianeae (Peckover) J. Victor & Nicholas"|"FSA"|"#"|116072|
72063|"Brachystelma circinatum E. Mey."|72082|"Brachystelma galpinii (Schltr.) N.E. Br."|"FSA"|"="|116074|
72063|"Brachystelma circinatum E. Mey."|72109|"Brachystelma pallidum (Schltr.) N.E. Br."|"FSA"|"="|116074|
72063|"Brachystelma circinatum E. Mey."|73123|"Dichaelia circinata (E. Mey.) Schltr."|"FSA"|"#"|116072|
72063|"Brachystelma circinatum E. Mey."|73131|"Dichaelia galpinii Schltr."|"FSA"|"="|116074|
72063|"Brachystelma circinatum E. Mey."|124691|"Brachystelma bolusii N.E. Br."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 33"
72063|"Brachystelma circinatum E. Mey."|124692|"Brachystelma commixtum N.E. Br."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 33"
72063|"Brachystelma circinatum E. Mey."|124698|"Brachystelma filiforme Harv."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 33"
72063|"Brachystelma circinatum E. Mey."|124699|"Brachystelma ovatum Oliv."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 33"
72063|"Brachystelma circinatum E. Mey."|124700|"Dichaelia undulata Schltr."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 33"
72063|"Brachystelma circinatum E. Mey."|124701|"Dichaelia pallida Schltr."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 33"
72063|"Brachystelma circinatum E. Mey."|124703|"Dichaelia zeyheri Schltr."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 33"
72063|"Brachystelma circinatum E. Mey."|124705|"Dichaelia cinerea Schltr."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 33"
72063|"Brachystelma circinatum E. Mey."|124706|"Dichaelia macra Schltr."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 33"
72063|"Brachystelma circinatum E. Mey."|124707|"Dichaelia brachylepis Schltr."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 33"
72063|"Brachystelma circinatum E. Mey."|125140|"Dichaelia microphylla S. Moore"|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 33"
72075|"Brachystelma duplicatum R.A. Dyer"|72079|"Brachystelma floribundum R.A. Dyer"|"FSA"|"="|116074|"non Turrill"
72077|"Brachystelma elongatum (Schltr.) N.E. Br."|72074|"Brachystelma distinctum N.E. Br."|"FSA"|"="|116074|
72077|"Brachystelma elongatum (Schltr.) N.E. Br."|73124|"Dichaelia elongata Schltr."|"FSA"|"#"|116072|
72080|"Brachystelma foetidum Schltr."|72121|"Brachystelma rehmannii Schltr."|"FSA"|"="|116074|
72084|"Brachystelma gerrardii Harv."|72105|"Brachystelma nigrum R.A. Dyer"|"FSA"|"="|116074|
72084|"Brachystelma gerrardii Harv."|73125|"Dichaelia gerrardii (Harv.) Harv."|"FSA"|"#"|116072|
72084|"Brachystelma gerrardii Harv."|75141|"Lasiostelma gerrardii (Harv.) Schltr."|"FSA"|"#"|116072|
72084|"Brachystelma gerrardii Harv."|75643|"Brachystelmaria gerrardii (Harv.) Schltr."|"FSA"|"#"|116072|
72087|"Brachystelma gracillimum R.A. Dyer"|73126|"Dichaelia gracillima (R.A. Dyer) Bullock"|"FSA"|"#"|116072|
72089|"Brachystelma gymnopodum (Schltr.) Bruyns"|73472|"Ceropegia pumila N.E. Br."|"FSA"|"="|116074|
72089|"Brachystelma gymnopodum (Schltr.) Bruyns"|73474|"Ceropegia pygmaea Schinz"|"FSA"|"="|116074|
72089|"Brachystelma gymnopodum (Schltr.) Bruyns"|73668|"Ceropegia gymnopoda Schltr."|"FSA"|"#"|116072|
72090|"Brachystelma huttonii (Harv.) N.E. Br."|75652|"Decaceras huttonii Harv."|"FSA"|"#"|116072|
72092|"Brachystelma longifolium (Schltr.) N.E. Br."|75142|"Lasiostelma longifolium (Schltr.) Schltr."|"FSA"|"#"|116072|
72092|"Brachystelma longifolium (Schltr.) N.E. Br."|75644|"Brachystelmaria longifolia Schltr."|"FSA"|"#"|116072|
72094|"Brachystelma macropetalum (Schltr.) N.E. Br."|75143|"Lasiostelma macropetalum (Schltr.) Schltr."|"FSA"|"#"|116072|
72094|"Brachystelma macropetalum (Schltr.) N.E. Br."|75645|"Brachystelmaria macropetalum Schltr."|"FSA"|"#"|116072|
72095|"Brachystelma mafekingense N.E. Br."|73456|"Ceropegia mafekingensis (N.E. Br.) R.A. Dyer"|"FSA"|"#"|116072|
72102|"Brachystelma nanum (Schltr.) N.E. Br."|75144|"Lasiostelma nanum Schltr."|"FSA"|"#"|116072|
72103|"Brachystelma natalense (Schltr.) N.E. Br."|75642|"Aulostephanus natalensis Schltr."|"FSA"|"#"|116072|
72106|"Brachystelma occidentale Schltr."|124712|"Brachystelmaria occidentalis (Schltr.) Schltr."|"FSA"|"#"|116072|"- fide Fl. S. Africa 27 (4): 20"
72115|"Brachystelma pulchellum (Harv.) Schltr."|125256|"Micraster pulchellus Harv."|"FSA"|"#"|116072|"- fide Fl. Cap. 4(1): 847"
72117|"Brachystelma pygmaeum subsp. flavidum (Schltr.) R.A. Dyer"|72078|"Brachystelma flavidum Schltr."|"FSA"|"#"|116072|
72118|"Brachystelma pygmaeum (Schltr.) N.E. Br. subsp. pygmaeum"|72116|"Brachystelma pygmaeum var. breviflorum (Schltr.) N.E. Br."|"FSA"|"="|116074|
72118|"Brachystelma pygmaeum (Schltr.) N.E. Br. subsp. pygmaeum"|73122|"Dichaelia breviflora Schltr."|"FSA"|"="|116074|
72118|"Brachystelma pygmaeum (Schltr.) N.E. Br. subsp. pygmaeum"|73128|"Dichaelia breviflora subsp. pygmaea (Schltr.) Schltr."|"FSA"|"#"|116072|
72118|"Brachystelma pygmaeum (Schltr.) N.E. Br. subsp. pygmaeum"|73130|"Dichaelia pygmaea Schltr."|"FSA"|"#"|116072|
72119|"Brachystelma ramosissimum (Schltr.) N.E. Br."|124713|"Brachystelmaria ramosissima Schltr."|"FSA"|"#"|116072|"- fide Fl. S. Africa 27 (4): 40"
72119|"Brachystelma ramosissimum (Schltr.) N.E. Br."|124715|"Lasiostelma ramosissimum (Schltr.) Schltr."|"FSA"|"#"|116072|"- fide Fl. S. Africa 27 (4): 40"
72124|"Brachystelma sandersonii (Oliv.) N.E. Br."|73127|"Dichaelia natalensis Schltr."|"FSA"|"="|116074|
72124|"Brachystelma sandersonii (Oliv.) N.E. Br."|124711|"Brachystelmaria natalensis (Schltr.) Schltr."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 40"
72124|"Brachystelma sandersonii (Oliv.) N.E. Br."|124716|"Lasiostelma sandersonii Oliv."|"FSA"|"#"|116072|"- fide Fl. S. Africa 27 (4): 40"
72124|"Brachystelma sandersonii (Oliv.) N.E. Br."|124717|"Lasiostelma benthami K. Schum."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 40"
72125|"Brachystelma schinzii (K. Schum.) N.E. Br."|125101|"Craterostemma schinzii K. Schum."|"FSA"|"#"|116072|"- fide Fl. S. Africa 27 (4): 27"
72126|"Brachystelma schizoglossoides (Schltr.) N.E. Br."|74628|"Sisyranthus schizoglossoides Schltr."|"FSA"|"#"|116072|
72128|"Brachystelma schultzei (Schltr.) Bruyns"|74328|"Tenaris schultzei (Schltr.) E. Phillips"|"FSA"|"#"|116072|
72128|"Brachystelma schultzei (Schltr.) Bruyns"|125591|"Kinepetalum schultzei Schltr."|"FSA"|"#"|116072|
72130|"Brachystelma stenophyllum (Schltr.) R.A. Dyer"|125340|"Siphonostelma stenophyllum Schltr."|"FSA"|"#"|116072|"- fide TROPICOS or Bothalia 10(2) p  376 (1971)."
72136|"Brachystelma tuberosum (Meerb.) R. Br. ex Sims"|72060|"Brachystelma caudatum (Thunb.) N.E. Br."|"FSA"|"="|116074|
72136|"Brachystelma tuberosum (Meerb.) R. Br. ex Sims"|124694|"Brachystelma crispum Graham"|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 8"
72136|"Brachystelma tuberosum (Meerb.) R. Br. ex Sims"|124696|"Stapelia caudata Thunb."|"FSA"|"="|116074|
72136|"Brachystelma tuberosum (Meerb.) R. Br. ex Sims"|124697|"Stapelia tuberosa Meerb."|"FSA"|"#"|116072|
72136|"Brachystelma tuberosum (Meerb.) R. Br. ex Sims"|124710|"Brachystelma spathulatum Lindl."|"FSA"|"="|116074|"- fide Fl. S. Africa 27 (4): 8"
72138|"Brachystelma villosum (Schltr.) N.E. Br."|125141|"Dichaelia villosa Schltr."|"FSA"|"#"|116072|"- fide Fl. S. Africa 27 (4): 32"
72148|"Brachystelma hirtellum Weim."|72113|"Brachystelma pilosum R.A. Dyer"|"FSA"|"="|116074|
72148|"Brachystelma hirtellum Weim."|73129|"Dichaelia hirtella (Weim.) Bullock"|"FSA"|"#"|116072|
72184|"Brachystelma rubellum (E. Mey.) Peckover"|74327|"Tenaris rubella E. Mey."|"FSA"|"#"|116072|
72184|"Brachystelma rubellum (E. Mey.) Peckover"|74329|"Tenaris simulans N.E. Br."|"FSA"|"="|116074|
72184|"Brachystelma rubellum (E. Mey.) Peckover"|74331|"Tenaris rostrata N.E. Br."|"FSA"|"="|116074|
72184|"Brachystelma rubellum (E. Mey.) Peckover"|74332|"Tenaris volkensii K. Schum."|"FSA"|"="|116074|
72187|"Brachystelma chloranthum (Schltr.) Peckover"|74325|"Tenaris chlorantha Schltr."|"FSA"|"#"|116072|
72188|"Brachystelma filifolium (N.E. Br.) Peckover"|74326|"Tenaris filifolia N.E. Br."|"FSA"|"#"|116072|
72203|"Secamone alpini Schult."|72212|"Secamone thunbergii E. Mey."|"FSA"|"="|116074|
72203|"Secamone alpini Schult."|72213|"Secamone thunbergii var. retusa E. Mey."|"FSA"|"="|116074|
72203|"Secamone alpini Schult."|75060|"Periploca secamone L."|"FSA"|"="|116074|"excl. Alp. Aegypt.: tab. 134"
72205|"Secamone filiformis (L. f.) J. H. Ross"|72045|"Astephanus frutescens E. Mey."|"FSA"|"="|116074|
72205|"Secamone filiformis (L. f.) J. H. Ross"|72218|"Secamone frutescens (E. Mey.) Decne."|"FSA"|"="|116074|
72205|"Secamone filiformis (L. f.) J. H. Ross"|78341|"Celastrus filiformis L. f."|"FSA"|"#"|116072|
72207|"Secamone parvifolia (Oliv.) Bullock"|72221|"Secamone schweinfurthii K. Schum."|"FSA"|"="|116074|
72207|"Secamone parvifolia (Oliv.) Bullock"|72222|"Secamone zambeziaca Schltr."|"FSA"|"="|116074|
72207|"Secamone parvifolia (Oliv.) Bullock"|72223|"Secamone zambeziaca var. parvifolia N.E. Br."|"FSA"|"="|116074|
72207|"Secamone parvifolia (Oliv.) Bullock"|72224|"Secamone emetica var. glabra K. Schum."|"FSA"|"="|116074|
72207|"Secamone parvifolia (Oliv.) Bullock"|72225|"Secamone usambarica N.E. Br."|"FSA"|"="|116074|
72207|"Secamone parvifolia (Oliv.) Bullock"|72226|"Secamone mombasiana N.E. Br."|"FSA"|"="|116074|
72207|"Secamone parvifolia (Oliv.) Bullock"|72468|"Gymnema parvifolium Oliv."|"FSA"|"#"|116072|
72227|"Secamone punctulata Decne."|72228|"Secamone punctulata var. stenophylla (K. Schum.) N.E. Br."|"FSA"|"="|116074|
72227|"Secamone punctulata Decne."|72229|"Secamone micrandra K. Schum."|"FSA"|"="|116074|
72227|"Secamone punctulata Decne."|72230|"Secamone stenophylla K. Schum."|"FSA"|"="|116074|
72227|"Secamone punctulata Decne."|72231|"Secamone sansibariensis K. Schum."|"FSA"|"="|116074|
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|72247|"Huernia barbata var. griquensis N.E. Br."|"FSA"|"="|116074|
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|72261|"Huernia campanulata (Masson) Haw."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 174 (2005)."
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|72262|"Huernia campanulata var. denticoronata N.E. Br."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 174 (2005)."
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|72263|"Huernia clavigera (Jacq.) Haw."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 174 (2005)."
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|72264|"Huernia clavigera var. maritima N.E. Br."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 174 (2005)."
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|72267|"Huernia decemdentata N.E. Br."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 174 (2005)."
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|72352|"Huernia barbata var. tubata (Jacq.) N.E. Br."|"FSA"|"="|116074|
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|74006|"Stapelia barbata Masson"|"FSA"|"#"|116072|
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|74007|"Stapelia campanulata Masson"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 174 (2005)."
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|125213|"Huernia crispa Haw."|"FSA"|"="|116074|"- fide White A. & Sloane B. L.,  The Stapelieae vol 3 p 951"
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|125216|"Huernia tubata Haw."|"FSA"|"="|116074|"- fide White A. & Sloane B. L.,  The Stapelieae vol 3  p 954 and FSA"
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|125621|"Stapelia clavigera Jacq."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 174 (2005)."
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|182361|"Stapelia duodecimfida Jacq."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 174 (2005)."
72246|"Huernia barbata (Masson) Haw. subsp. barbata"|182362|"Huernia duodecimfida (Jacq.) Sweet"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 174 (2005)."
72270|"Huernia echidnopsioides (L. C. Leach) L. C. Leach"|72297|"Huernia pillansii subsp. echidnopsioides L. C. Leach"|"FSA"|"#"|116072|
72270|"Huernia echidnopsioides (L. C. Leach) L. C. Leach"|72353|"Huernia longii subsp. echidnopsioides (L. C. Leach) Bruyns"|"FSA"|"#"|116072|
72273|"Huernia guttata (Masson) Haw. subsp. guttata"|72272|"Huernia guttata subsp. calitzdorpensis L. C. Leach"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 179 (2005)."
72273|"Huernia guttata (Masson) Haw. subsp. guttata"|72293|"Huernia ocellata (Jacq.) Schult."|"FSA"|"="|116074|
72273|"Huernia guttata (Masson) Haw. subsp. guttata"|72320|"Huernia venusta (Masson) Haw."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 179 (2005)."
72273|"Huernia guttata (Masson) Haw. subsp. guttata"|74008|"Stapelia guttata Masson"|"FSA"|"#"|116072|
72273|"Huernia guttata (Masson) Haw. subsp. guttata"|74009|"Stapelia ocellata Jacq."|"FSA"|"="|116074|
72273|"Huernia guttata (Masson) Haw. subsp. guttata"|125214|"Huernia lentiginosa (Sims) Haw."|"FSA"|"="|116074|"- fide White A. & Sloane B. L.,  The Stapelieae vol 3  p 911"
72273|"Huernia guttata (Masson) Haw. subsp. guttata"|125637|"Stapelia venusta Masson"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 179 (2005)."
72273|"Huernia guttata (Masson) Haw. subsp. guttata"|182363|"Stapelia lentiginosa Sims"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 179 (2005)."
72273|"Huernia guttata (Masson) Haw. subsp. guttata"|182364|"Stapelia venusta var. minor Jacq."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 179 (2005)."
72274|"Huernia hallii E. Lamb & B. M. Lamb"|72354|"Huernia namaquensis subsp. hallii (E. Lamb & B. M. Lamb) Bruyns"|"FSA"|"#"|116072|
72276|"Huernia humilis (Masson) Haw."|72312|"Huernia simplex N.E. Br."|"FSA"|"="|116074|
72276|"Huernia humilis (Masson) Haw."|72315|"Huernia thudichumii L. C. Leach"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 164 (2005)."
72276|"Huernia humilis (Masson) Haw."|74010|"Stapelia humilis Masson"|"FSA"|"#"|116072|
72278|"Huernia hystrix (Hook. f.) N.E. Br. subsp. hystrix"|72277|"Huernia hystrix var. appendiculata (A. Berger) A. C. White & B. Sloane"|"FSA"|"="|116074|
72278|"Huernia hystrix (Hook. f.) N.E. Br. subsp. hystrix"|72335|"Huernia appendiculata A. Berger"|"FSA"|"="|116074|
72278|"Huernia hystrix (Hook. f.) N.E. Br. subsp. hystrix"|74011|"Stapelia hystrix Hook. f."|"FSA"|"#"|116072|
72285|"Huernia kirkii N.E. Br."|72249|"Huernia bicampanulata I. Verd."|"FSA"|"="|116074|
72291|"Huernia namaquensis Pillans"|72355|"Huernia herrei A. C. White & B. Sloane"|"FSA"|"="|116074|
72291|"Huernia namaquensis Pillans"|72356|"Huernia herrei var. immaculata A. C. White & B. Sloane"|"FSA"|"="|116074|
72291|"Huernia namaquensis Pillans"|72357|"Huernia owamboensis R.A. Dyer"|"FSA"|"="|116074|
72294|"Huernia oculata Hook. f."|72340|"Huernia rogersii R.A. Dyer"|"FSA"|"="|116074|
72303|"Huernia procumbens (R.A. Dyer) L. C. Leach"|73208|"Duvalia procumbens R.A. Dyer"|"FSA"|"#"|116072|
72305|"Huernia quinta (E. Phillips) A. C. White & B. Sloane"|72310|"Huernia scabra var. quinta E. Phillips"|"FSA"|"#"|116072|
72314|"Huernia stapelioides Schltr."|72323|"Huernia vogtsii E. Phillips"|"FSA"|"="|116074|
72317|"Huernia thuretii F. Cels"|72248|"Huernia bayeri L. C. Leach"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151 (2005)."
72317|"Huernia thuretii F. Cels"|72250|"Huernia brevirostris subsp. baviaana L. C. Leach"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72251|"Huernia brevirostris N.E. Br."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72252|"Huernia brevirostris var. ecornuta (N.E. Br.) A. C. White & B. Sloane"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72253|"Huernia brevirostris var. histrionica A. C. White & B. Sloane"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72254|"Huernia brevirostris var. immaculata (N.E. Br.) A. C. White & B. Sloane"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72255|"Huernia brevirostris var. intermedia N.E. Br."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72256|"Huernia brevirostris subsp. intermedia (N.E. Br.) L. C. Leach"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72257|"Huernia brevirostris var. longula (N.E. Br.) A. C. White & B. Sloane"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72258|"Huernia brevirostris var. pallida (N.E. Br.) A. C. White & B. Sloane"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72259|"Huernia brevirostris var. parvipuncta A. C. White & B. Sloane"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72260|"Huernia brevirostris var. scabra (N.E. Br.) A. C. White & B. Sloane"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72301|"Huernia primulina N.E. Br."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72302|"Huernia primulina var. rugosa N.E. Br."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72307|"Huernia scabra N.E. Br."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72308|"Huernia scabra var. immaculata N.E. Br."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72309|"Huernia scabra var. longula N.E. Br."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72316|"Huernia thuretii var. primulina (N.E. Br.) L. C. Leach"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72358|"Huernia inornata Oberm."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|72359|"Huernia striata Oberm."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|74013|"Stapelia thuretii (F. Cels) Croucher"|"FSA"|"#"|116072|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|125619|"Huernia scabra var. pallida N.E. Br."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72317|"Huernia thuretii F. Cels"|125620|"Huernia scabra var. ecornuta N.E. Br."|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 151( 2005)."
72322|"Huernia verekeri Stent subsp. verekeri"|72321|"Huernia verekeri var. stevensonii A. C. White & B. Sloane"|"FSA"|"="|116074|
72329|"Huernia zebrina N.E. Br. subsp. zebrina"|72327|"Huernia zebrina var. magniflora E. Phillips"|"FSA"|"="|116074|
72329|"Huernia zebrina N.E. Br. subsp. zebrina"|72328|"Huernia zebrina subsp. magniflora (E. Phillips) L. C. Leach"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 170 (2005)."
72329|"Huernia zebrina N.E. Br. subsp. zebrina"|72349|"Huernia blackbeardiae R.A. Dyer ex Jacobsen"|"FSA"|"="|116074|"- fide Bruyns in Stapeliads 1: 170 (2005)."
72387|"Microloma armatum (Thunb.) Schltr. ex Gilg & Gilg-Ben. var. armatum"|32372|"Cleome armata Thunb."|"FSA"|"#"|116072|"- fide Fl. S. Africa 13: 139"
72387|"Microloma armatum (Thunb.) Schltr. ex Gilg & Gilg-Ben. var. armatum"|72392|"Microloma campanulatum Wanntorp"|"FSA"|"="|116074|
72387|"Microloma armatum (Thunb.) Schltr. ex Gilg & Gilg-Ben. var. armatum"|72393|"Microloma dregei (E. Mey.) Wanntorp"|"FSA"|"="|116074|
72387|"Microloma armatum (Thunb.) Schltr. ex Gilg & Gilg-Ben. var. armatum"|72398|"Microloma hystricoides Wanntorp"|"FSA"|"="|116074|
72387|"Microloma armatum (Thunb.) Schltr. ex Gilg & Gilg-Ben. var. armatum"|72402|"Microloma massonii (Schult.) Schltr."|"FSA"|"="|116074|
72387|"Microloma armatum (Thunb.) Schltr. ex Gilg & Gilg-Ben. var. armatum"|72409|"Microloma spinosum subsp. dinteri (Schltr.) Wanntorp"|"FSA"|"="|116074|
72387|"Microloma armatum (Thunb.) Schltr. ex Gilg & Gilg-Ben. var. armatum"|72410|"Microloma spinosum N.E. Br. subsp. spinosum"|"FSA"|"="|116074|
72387|"Microloma armatum (Thunb.) Schltr. ex Gilg & Gilg-Ben. var. armatum"|72411|"Microloma spinosum subsp. velutinum Wanntorp"|"FSA"|"="|116074|
72387|"Microloma armatum (Thunb.) Schltr. ex Gilg & Gilg-Ben. var. armatum"|124672|"Astephanus massoni Schult."|"FSA"|"="|116074|"- fide Fl. Cap. 4(1): 556 and FSA"
72387|"Microloma armatum (Thunb.) Schltr. ex Gilg & Gilg-Ben. var. armatum"|124674|"Astephanus dregei (E. Mey.) D. Dietr."|"FSA"|"="|116074|"- fide Kew Bull. 58(4) p 883"
72387|"Microloma armatum (Thunb.) Schltr. ex Gilg & Gilg-Ben. var. armatum"|124678|"Haemax dregei E. Mey."|"FSA"|"="|116074|
72387|"Microloma armatum (Thunb.) Schltr. ex Gilg & Gilg-Ben. var. armatum"|125261|"Microloma dinteri Schltr."|"FSA"|"="|116074|"- fide Opera botanica 98 p 62"
72387|"Microloma armatum (Thunb.) Schltr. ex Gilg & Gilg-Ben. var. armatum"|125262|"Microloma kunjasense Range"|"FSA"|"="|116074|"- fide Opera botanica 98 p 47"
72388|"Microloma armatum var. burchellii (N.E. Br.) Bruyns"|72389|"Microloma burchellii N.E. Br."|"FSA"|"#"|116072|
72388|"Microloma armatum var. burchellii (N.E. Br.) Bruyns"|72413|"Microloma viridiflorum N.E. Br."|"FSA"|"="|116074|
72390|"Microloma calycinum E. Mey."|72391|"Microloma calycinum subsp. flavescens (E. Mey.) Wanntorp"|"FSA"|"="|116074|
72390|"Microloma calycinum E. Mey."|125719|"Microloma calycinum var. falvescens E. Mey."|"FSA"|"="|116074|
72404|"Microloma penicillatum Schltr."|72408|"Microloma schaferi Dinter"|"FSA"|"="|116074|
72404|"Microloma penicillatum Schltr."|234530|"Microloma incanum var. glabra L. Bolus"|"FSA"|"?"|116073|
72407|"Microloma sagittatum (L.) R. Br."|72394|"Microloma gibbosum N.E. Br."|"FSA"|"="|116074|
72407|"Microloma sagittatum (L.) R. Br."|72395|"Microloma glabratum E. Mey."|"FSA"|"="|116074|
72407|"Microloma sagittatum (L.) R. Br."|72396|"Microloma glabratum subsp. subglabratum Wanntorp"|"FSA"|"="|116074|
72407|"Microloma sagittatum (L.) R. Br."|72406|"Microloma sagittatum subsp. pillansii Wanntorp"|"FSA"|"="|116074|
72407|"Microloma sagittatum (L.) R. Br."|72415|"Microloma pentheri Gand."|"FSA"|"="|116074|
72407|"Microloma sagittatum (L.) R. Br."|73038|"Eustegia hastata Sieber ex Decne."|"FSA"|"="|116074|
72407|"Microloma sagittatum (L.) R. Br."|73677|"Ceropegia sagittata L."|"FSA"|"#"|116072|
72412|"Microloma tenuifolium (L.) K. Schum."|125260|"Microloma lineare R. Br."|"FSA"|"="|116074|"- fide Fl. Cap. 4(1): 551"
72412|"Microloma tenuifolium (L.) K. Schum."|125723|"Ceropegia tenuifolia L."|"FSA"|"#"|116072|
72436|"Marsdenia macrantha (Klotzsch) Schltr."|74602|"Dregea macrantha Klotzsch"|"FSA"|"#"|116072|
